[foo,-1,-1] => Name:foo, Quality:-1, SellIn: -2
[Sulfuras, Hand of Ragnaros,5,50] => Name:Sulfuras, Hand of Ragnaros, Quality:50, SellIn: 5
[Sulfuras, Hand of Ragnaros,5,51] => Name:Sulfuras, Hand of Ragnaros, Quality:51, SellIn: 5
[Sulfuras, Hand of Ragnaros,6,-1] => Name:Sulfuras, Hand of Ragnaros, Quality:-1, SellIn: 6
[Sulfuras, Hand of Ragnaros,6,0] => Name:Sulfuras, Hand of Ragnaros, Quality:0, SellIn: 6
[Sulfuras, Hand of Ragnaros,6,1] => Name:Sulfuras, Hand of Ragnaros, Quality:1, SellIn: 6
[Sulfuras, Hand of Ragnaros,6,2] => Name:Sulfuras, Hand of Ragnaros, Quality:2, SellIn: 6
[Sulfuras, Hand of Ragnaros,6,49] => Name:Sulfuras, Hand of Ragnaros, Quality:49, SellIn: 6
[Sulfuras, Hand of Ragnaros,6,50] => Name:Sulfuras, Hand of Ragnaros, Quality:50, SellIn: 6
[Sulfuras, Hand of Ragnaros,6,51] => Name:Sulfuras, Hand of Ragnaros, Quality:51, SellIn: 6
[Sulfuras, Hand of Ragnaros,7,-1] => Name:Sulfuras, Hand of Ragnaros, Quality:-1, SellIn: 7
[Sulfuras, Hand of Ragnaros,7,0] => Name:Sulfuras, Hand of Ragnaros, Quality:0, SellIn: 7
[Sulfuras, Hand of Ragnaros,7,1] => Name:Sulfuras, Hand of Ragnaros, Quality:1, SellIn: 7
[Sulfuras, Hand of Ragnaros,7,2] => Name:Sulfuras, Hand of Ragnaros, Quality:2, SellIn: 7
[Sulfuras, Hand of Ragnaros,7,49] => Name:Sulfuras, Hand of Ragnaros, Quality:49, SellIn: 7
[Sulfuras, Hand of Ragnaros,7,50] => Name:Sulfuras, Hand of Ragnaros, Quality:50, SellIn: 7
[Sulfuras, Hand of Ragnaros,7,51] => Name:Sulfuras, Hand of Ragnaros, Quality:51, SellIn: 7
[Sulfuras, Hand of Ragnaros,10,-1] => Name:Sulfuras, Hand of Ragnaros, Quality:-1, SellIn: 10
[Sulfuras, Hand of Ragnaros,10,0] => Name:Sulfuras, Hand of Ragnaros, Quality:0, SellIn: 10
[Sulfuras, Hand of Ragnaros,10,1] => Name:Sulfuras, Hand of Ragnaros, Quality:1, SellIn: 10
[Sulfuras, Hand of Ragnaros,10,2] => Name:Sulfuras, Hand of Ragnaros, Quality:2, SellIn: 10
[Sulfuras, Hand of Ragnaros,10,49] => Name:Sulfuras, Hand of Ragnaros, Quality:49, SellIn: 10
[Sulfuras, Hand of Ragnaros,10,50] => Name:Sulfuras, Hand of Ragnaros, Quality:50, SellIn: 10
[Sulfuras, Hand of Ragnaros,10,51] => Name:Sulfuras, Hand of Ragnaros, Quality:51, SellIn: 10
[Sulfuras, Hand of Ragnaros,11,-1] => Name:Sulfuras, Hand of Ragnaros, Quality:-1, SellIn: 11
[Sulfuras, Hand of Ragnaros,11,0] => Name:Sulfuras, Hand of Ragnaros, Quality:0, SellIn: 11
[Sulfuras, Hand of Ragnaros,11,1] => Name:Sulfuras, Hand of Ragnaros, Quality:1, SellIn: 11
[Sulfuras, Hand of Ragnaros,11,2] => Name:Sulfuras, Hand of Ragnaros, Quality:2, SellIn: 11
[Sulfuras, Hand of Ragnaros,11,49] => Name:Sulfuras, Hand of Ragnaros, Quality:49, SellIn: 11
[Sulfuras, Hand of Ragnaros,11,50] => Name:Sulfuras, Hand of Ragnaros, Quality:50, SellIn: 11
[Sulfuras, Hand of Ragnaros,11,51] => Name:Sulfuras, Hand of Ragnaros, Quality:51, SellIn: 11
[Sulfuras, Hand of Ragnaros,12,-1] => Name:Sulfuras, Hand of Ragnaros, Quality:-1, SellIn: 12
[Sulfuras, Hand of Ragnaros,12,0] => Name:Sulfuras, Hand of Ragnaros, Quality:0, SellIn: 12
[Sulfuras, Hand of Ragnaros,12,1] => Name:Sulfuras, Hand of Ragnaros, Quality:1, SellIn: 12
[Sulfuras, Hand of Ragnaros,12,2] => Name:Sulfuras, Hand of Ragnaros, Quality:2, SellIn: 12
[Sulfuras, Hand of Ragnaros,12,49] => Name:Sulfuras, Hand of Ragnaros, Quality:49, SellIn: 12
[Sulfuras, Hand of Ragnaros,12,50] => Name:Sulfuras, Hand of Ragnaros, Quality:50, SellIn: 12
[Sulfuras, Hand of Ragnaros,12,51] => Name:Sulfuras, Hand of Ragnaros, Quality:51, SellIn: 12
[Sulfuras, Hand of Ragnaros,49,-1] => Name:Sulfuras, Hand of Ragnaros, Quality:-1, SellIn: 49
[Sulfuras, Hand of Ragnaros,49,0] => Name:Sulfuras, Hand of Ragnaros, Quality:0, SellIn: 49
[Sulfuras, Hand of Ragnaros,49,1] => Name:Sulfuras, Hand of Ragnaros, Quality:1, SellIn: 49
[Sulfuras, Hand of Ragnaros,49,2] => Name:Sulfuras, Hand of Ragnaros, Quality:2, SellIn: 49
[Sulfuras, Hand of Ragnaros,49,49] => Name:Sulfuras, Hand of Ragnaros, Quality:49, SellIn: 49
[Sulfuras, Hand of Ragnaros,49,50] => Name:Sulfuras, Hand of Ragnaros, Quality:50, SellIn: 49
[Sulfuras, Hand of Ragnaros,49,51] => Name:Sulfuras, Hand of Ragnaros, Quality:51, SellIn: 49
[Sulfuras, Hand of Ragnaros,50,-1] => Name:Sulfuras, Hand of Ragnaros, Quality:-1, SellIn: 50
[Sulfuras, Hand of Ragnaros,50,0] => Name:Sulfuras, Hand of Ragnaros, Quality:0, SellIn: 50
[Sulfuras, Hand of Ragnaros,50,1] => Name:Sulfuras, Hand of Ragnaros, Quality:1, SellIn: 50
[Sulfuras, Hand of Ragnaros,50,2] => Name:Sulfuras, Hand of Ragnaros, Quality:2, SellIn: 50
[Sulfuras, Hand of Ragnaros,50,49] => Name:Sulfuras, Hand of Ragnaros, Quality:49, SellIn: 50
[Sulfuras, Hand of Ragnaros,50,50] => Name:Sulfuras, Hand of Ragnaros, Quality:50, SellIn: 50
[Sulfuras, Hand of Ragnaros,50,51] => Name:Sulfuras, Hand of Ragnaros, Quality:51, SellIn: 50
[Sulfuras, Hand of Ragnaros,51,-1] => Name:Sulfuras, Hand of Ragnaros, Quality:-1, SellIn: 51
[Sulfuras, Hand of Ragnaros,51,0] => Name:Sulfuras, Hand of Ragnaros, Quality:0, SellIn: 51
[Sulfuras, Hand of Ragnaros,51,1] => Name:Sulfuras, Hand of Ragnaros, Quality:1, SellIn: 51
[Sulfuras, Hand of Ragnaros,51,2] => Name:Sulfuras, Hand of Ragnaros, Quality:2, SellIn: 51
[Sulfuras, Hand of Ragnaros,51,49] => Name:Sulfuras, Hand of Ragnaros, Quality:49, SellIn: 51
[Sulfuras, Hand of Ragnaros,51,50] => Name:Sulfuras, Hand of Ragnaros, Quality:50, SellIn: 51
[Sulfuras, Hand of Ragnaros,51,51] => Name:Sulfuras, Hand of Ragnaros, Quality:51, SellIn: 51
